event_date,turbine_id,min_power_output_mw,max_power_output_mw,avg_power_output_mw,stddev_power_output_mw,observed_reading_count,fleet_mean_power_mw,fleet_stddev_power_mw,z_score,is_anomaly
2022-03-01,1,1.6,4.4,2.975,0.9208927615422274,24,2.997777777777778,0.17003199589968243,-0.13396171501284088,False
2022-03-01,2,1.6,4.4,2.983333333333333,0.9805351984311009,24,2.997777777777778,0.17003199589968243,-0.08495133147156043,False
2022-03-01,3,1.6,4.5,2.766666666666667,0.8854704800356095,24,2.997777777777778,0.17003199589968243,-1.3592213035449199,False
2022-03-01,4,1.5,4.4,3.0208333333333335,0.8454374564411157,24,2.997777777777778,0.17003199589968243,0.13559539446421723,False
2022-03-01,5,1.7,4.5,3.079166666666667,0.7655513311200695,24,2.997777777777778,0.17003199589968243,0.4786680792532012,False
2022-03-01,6,1.5,4.5,2.908333333333333,0.9739728889480431,24,2.997777777777778,0.17003199589968243,-0.5260447833431079,False
2022-03-01,7,1.6,4.5,3.0875,0.9345133585943564,24,2.997777777777778,0.17003199589968243,0.5276784627944817,False
2022-03-01,8,1.6,4.4,3.016666666666667,0.8555022255792293,24,2.997777777777778,0.17003199589968243,0.11109020269357701,False
2022-03-01,9,1.5,4.3,2.720833333333333,0.8722679916604542,24,2.997777777777778,0.17003199589968243,-1.6287784130219807,False
2022-03-01,10,1.5,4.5,3.125,0.9501716092141049,24,2.997777777777778,0.17003199589968243,0.7482251887302568,False
2022-03-01,11,1.5,4.4,2.7375000000000003,0.8771557295674716,24,2.997777777777778,0.17003199589968243,-1.5307576459394119,False
2022-03-01,12,1.6,4.5,3.158333333333333,1.0099146182880434,24,2.997777777777778,0.17003199589968243,0.9442667228953889,False
2022-03-01,13,1.8,4.3,3.033333333333333,0.7960045153174679,24,2.997777777777778,0.17003199589968243,0.20911096977614052,False
2022-03-01,14,1.6,4.5,2.983333333333333,0.8544851827482042,24,2.997777777777778,0.17003199589968243,-0.08495133147156043,False
2022-03-01,15,2.0,4.5,3.3708333333333336,0.8970866695886318,24,2.997777777777778,0.17003199589968243,2.1940315031981132,True
2022-03-02,1,1.9,4.5,3.2375000000000003,0.8090856352805872,24,3.023611111111111,0.22470586300255901,0.9518616293801538,False
2022-03-02,2,1.6,4.2,2.466666666666667,0.7545033878776428,24,3.023611111111111,0.22470586300255901,-2.4785487881911714,True
2022-03-02,3,1.6,4.4,2.9791666666666665,0.8428621872326856,24,3.023611111111111,0.22470586300255901,-0.19778942948158917,False
2022-03-02,4,1.5,4.2,3.108333333333333,0.9273227788811639,24,3.023611111111111,0.22470586300255901,0.3770360999492804,False
2022-03-02,5,1.9,4.4,3.25,0.7972779778176764,24,3.023611111111111,0.22470586300255901,1.0074899064218499,False
2022-03-02,6,1.5,4.5,3.0541666666666667,1.0129505617648427,24,3.023611111111111,0.22470586300255901,0.13598023276859453,False
2022-03-02,7,1.6,4.3,3.0208333333333335,1.0082180434749248,24,3.023611111111111,0.22470586300255901,-0.012361839342597348,False
2022-03-02,8,1.7,4.4,2.845833333333333,0.9587034571965303,24,3.023611111111111,0.22470586300255901,-0.7911577179263587,False
2022-03-02,9,1.6,4.3,2.7375000000000003,0.939848507681586,24,3.023611111111111,0.22470586300255901,-1.2732694522877324,False
2022-03-02,10,2.0,4.3,3.1666666666666665,0.7504587968683566,24,3.023611111111111,0.22470586300255901,0.6366347261438682,False
2022-03-02,11,1.8,4.5,3.233333333333333,0.7405442573549871,24,3.023611111111111,0.22470586300255901,0.9333188703662519,False
2022-03-02,12,1.6,4.4,2.983333333333333,0.8671124828827078,24,3.023611111111111,0.22470586300255901,-0.1792466704676912,False
2022-03-02,13,1.8,4.5,3.341666666666667,0.8667363405661326,24,3.023611111111111,0.22470586300255901,1.4154306047276295,False
2022-03-02,14,1.8,4.4,2.9333333333333336,0.752772652709081,24,3.023611111111111,0.22470586300255901,-0.40175977863447704,False
2022-03-02,15,1.8,3.9,2.9958333333333336,0.6906072732002623,24,3.023611111111111,0.22470586300255901,-0.12361839342599126,False
2022-03-03,1,1.6,4.4,2.9250000000000003,0.8321005374038801,24,3.027222222222222,0.1513240723339311,-0.6755185784099512,False
2022-03-03,2,1.5,4.5,3.158333333333333,0.9868336129815122,24,3.027222222222222,0.1513240723339311,0.8664260027432026,False
2022-03-03,3,1.8,4.4,3.2541666666666664,0.6691845567662876,24,3.027222222222222,0.1513240723339311,1.4997246700025337,False
2022-03-03,4,1.8,4.3,3.0500000000000003,0.7604346583140575,24,3.027222222222222,0.1513240723339311,0.15052316149352538,False
2022-03-03,5,1.6,4.3,2.9416666666666664,0.758096395537887,24,3.027222222222222,0.1513240723339311,-0.5653796797561577,False
2022-03-03,6,1.5,4.3,3.1833333333333336,0.9220330403712395,24,3.027222222222222,0.1513240723339311,1.0316343507239003,False
2022-03-03,7,1.9,4.4,3.1999999999999997,0.744253346299673,24,3.027222222222222,0.1513240723339311,1.1417732493776938,False
2022-03-03,8,1.6,4.5,3.0666666666666664,0.9332815720636632,24,3.027222222222222,0.1513240723339311,0.26066206014731896,False
2022-03-03,9,1.6,4.4,2.975,0.9056585401266571,24,3.027222222222222,0.1513240723339311,-0.34510188244856177,False
2022-03-03,10,1.6,4.4,3.141666666666667,0.9282600210429547,24,3.027222222222222,0.1513240723339311,0.756287104089409,False
2022-03-03,11,1.6,4.5,3.0541666666666667,0.8397614395543052,24,3.027222222222222,0.1513240723339311,0.17805788615697304,False
2022-03-03,12,1.7,4.2,2.670833333333333,0.7357215722568273,24,3.027222222222222,0.1513240723339311,-2.3551367828803578,True
